pmid	title	virus_name	virus_abbr	virus_family	virus_genus	host_phylum	host_class	host_common_name	host_association_method	discovery_context
24738732	Variations in biochemical and histological characteristics of WSSV infected green tiger shrimp Penaeus semisulcatus.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
24751195	Biology, genome organization, and evolution of parvoviruses in marine shrimp.	infectious hypodermal and hematopoietic necrosis virus	IHHNV	Parvoviridae	Penstyldensovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
24751195	Biology, genome organization, and evolution of parvoviruses in marine shrimp.	hepatopancreatic parvovirus	HPV	Parvoviridae	Decapodpenstyldensovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
24768725	Identification and analysis of a Marsupenaeus japonicus ferritin that is regulated at the transcriptional level by WSSV 	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
24769128	A new anti-lipopolysaccharide factor (ALF) gene with its SNP polymorphisms related to WSSV-resistance of Litopenaeus van	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
24780624	Evolution of specific immunity in shrimp - a vaccination perspective against white spot syndrome virus.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
24782450	Protein profiling in the gut of Penaeus monodon gavaged with oral WSSV-vaccines and live white spot syndrome virus.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
24792214	Identification of a C-type lectin with antiviral and antibacterial activity from pacific white shrimp Litopenaeus vannam	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	isolated_and_cultured
24795080	White spot syndrome virus strains of different virulence induce distinct immune response in Cherax quadricarinatus.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
24836670	A newly identified protein complex that mediates white spot syndrome virus infection via chitin-binding protein.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
24841550	Development of SYBR Green based real time PCR assay for detection of monodon baculovirus in Penaeus monodon.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	isolated_and_cultured
24841550	Development of SYBR Green based real time PCR assay for detection of monodon baculovirus in Penaeus monodon.	infectious hypodermal and hematopoietic necrosis virus	IHHNV	Parvoviridae	Penstyldensovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	isolated_and_cultured
24848880	First Litopenaeus vannamei WSSV 100% oral vaccination protection using CotC::Vp26 fusion protein displayed on Bacillus s	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
24859490	Evaluation of immune and apoptosis related gene responses using an RNAi approach in vaccinated Penaeus monodon during or	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
24878641	RNA-binding region of Macrobrachium rosenbergii nodavirus capsid protein.	macrobrachium rosenbergii nodavirus	MrNV	Nodaviridae	Alphanodavirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
24879940	Characterization and function analysis of an anti-lipopolysaccharide factor (ALF) from the Chinese shrimp Fenneropenaeus	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
24892889	Silencing of PmYPR65 receptor prevents yellow head virus infection in Penaeus monodon.	yellow head virus	YHV	Roniviridae	Okavirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
24895865	The endemic copepod Calanus pacificus californicus as a potential vector of white spot syndrome virus.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	confirmed_infection	metagenomic_with_host_evidence
24917208	Immune responses of whiteleg shrimp, Litopenaeus vannamei (Boone, 1931), to bacterially expressed dsRNA specific to VP28	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
24929027	Role of Marsupenaeus japonicus crustin-like peptide against Vibrio penaeicida and white spot syndrome virus infection.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
24934502	Immunomodulatory effects of hyperthermia on resisting WSSV infection in Procambarus clarkii.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
24945378	An invertebrate Warburg effect: a shrimp virus achieves successful replication by altering the host metabolome via the P	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
24953350	The tidepool shrimp, Palaemon ritteri Holmes, constitutes a novel host to the white spot syndrome virus.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
24953507	Recent insights into host-pathogen interaction in white spot syndrome virus infected penaeid shrimp.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
24973071	Ostreid herpesvirus 1 infection among Pacific oyster (Crassostrea gigas) Spat: relevance of water temperature to virus r	ostreid herpesvirus 1	OsHV-1	Malacoherpesviridae	Ostreavirus	Mollusca	Bivalvia	mollusk	disease_outbreak	isolated_and_cultured
24973071	Ostreid herpesvirus 1 infection among Pacific oyster (Crassostrea gigas) Spat: relevance of water temperature to virus r	ostreid herpesvirus	OsHV	Malacoherpesviridae	Ostreavirus	Mollusca	Bivalvia	mollusk	disease_outbreak	isolated_and_cultured
24991849	New Zealand juvenile oyster mortality associated with ostreid herpesvirus 1-an opportunistic longitudinal study.	ostreid herpesvirus 1	OsHV-1	Malacoherpesviridae	Ostreavirus	Mollusca	Bivalvia	mollusk	disease_outbreak	metagenomic_with_host_evidence
24991849	New Zealand juvenile oyster mortality associated with ostreid herpesvirus 1-an opportunistic longitudinal study.	ostreid herpesvirus	OsHV	Malacoherpesviridae	Ostreavirus	Mollusca	Bivalvia	mollusk	disease_outbreak	metagenomic_with_host_evidence
24996437	Development of duplex real-time PCR for the detection of WSSV and PstDV1 in cultivated shrimp.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
24996437	Development of duplex real-time PCR for the detection of WSSV and PstDV1 in cultivated shrimp.	infectious hypodermal and hematopoietic necrosis virus	IHHNV	Parvoviridae	Penstyldensovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
25009143	Proteomic signatures of the oyster metabolic response to herpesvirus OsHV-1 μVar infection.	ostreid herpesvirus 1	OsHV-1	Malacoherpesviridae	Ostreavirus	Mollusca	Bivalvia	mollusk	confirmed_infection	metagenomic_with_host_evidence
25009143	Proteomic signatures of the oyster metabolic response to herpesvirus OsHV-1 μVar infection.	ostreid herpesvirus	OsHV	Malacoherpesviridae	Ostreavirus	Mollusca	Bivalvia	mollusk	confirmed_infection	metagenomic_with_host_evidence
25009143	Proteomic signatures of the oyster metabolic response to herpesvirus OsHV-1 μVar infection.	ostreid herpesvirus 1	OsHV-1	Malacoherpesviridae	Ostreavirus	Arthropoda	Malacostraca	crustacean	confirmed_infection	metagenomic_with_host_evidence
25009143	Proteomic signatures of the oyster metabolic response to herpesvirus OsHV-1 μVar infection.	ostreid herpesvirus	OsHV	Malacoherpesviridae	Ostreavirus	Arthropoda	Malacostraca	crustacean	confirmed_infection	metagenomic_with_host_evidence
25010674	Effect of guava leaves on growth and the non-specific immune response of Penaeus monodon.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
25012085	Dual transcriptomics of virus-host interactions: comparing two Pacific oyster families presenting contrasted susceptibil	ostreid herpesvirus 1	OsHV-1	Malacoherpesviridae	Ostreavirus	Mollusca	Bivalvia	mollusk	confirmed_infection	metagenomic_with_host_evidence
25012085	Dual transcriptomics of virus-host interactions: comparing two Pacific oyster families presenting contrasted susceptibil	ostreid herpesvirus	OsHV	Malacoherpesviridae	Ostreavirus	Mollusca	Bivalvia	mollusk	confirmed_infection	metagenomic_with_host_evidence
25012913	Alternative splicing and immune response of Crassostrea gigas tumor necrosis factor receptor-associated factor 3.	ostreid herpesvirus 1	OsHV-1	Malacoherpesviridae	Ostreavirus	Mollusca	Bivalvia	mollusk	disease_outbreak	metagenomic_with_host_evidence
25012913	Alternative splicing and immune response of Crassostrea gigas tumor necrosis factor receptor-associated factor 3.	ostreid herpesvirus	OsHV	Malacoherpesviridae	Ostreavirus	Mollusca	Bivalvia	mollusk	disease_outbreak	metagenomic_with_host_evidence
25012916	Toll-like receptor of mud crab, Scylla serrata: molecular characterisation, ontogeny and functional expression analysis 	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
25049679	Expression Profiling of WSSV ORF 199 and Shrimp Ubiquitin Conjugating Enzyme in WSSV Infected Penaeus monodon.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
25066511	Bacillus subtilis spores expressing the VP28 antigen: a potential oral treatment to protect Litopenaeus vannamei against	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
25070855	Collaboration between a soluble C-type lectin and calreticulin facilitates white spot syndrome virus infection in shrimp	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
25083808	"Reprint of ""evolution of specific immunity in shrimp - a vaccination perspective against white spot syndrome virus""."	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
25107695	Double-dose β-glucan treatment in WSSV-challenged shrimp reduces viral replication but causes mortality possibly due to 	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
25107695	Double-dose β-glucan treatment in WSSV-challenged shrimp reduces viral replication but causes mortality possibly due to 	yellow head virus	YHV	Roniviridae	Okavirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
25114044	Rearing practices identified as risk factors for ostreid herpesvirus 1 (OsHV-1) infection in Pacific oyster Crassostrea 	ostreid herpesvirus 1	OsHV-1	Malacoherpesviridae	Ostreavirus	Mollusca	Bivalvia	mollusk	disease_outbreak	metagenomic_with_host_evidence
25114044	Rearing practices identified as risk factors for ostreid herpesvirus 1 (OsHV-1) infection in Pacific oyster Crassostrea 	ostreid herpesvirus	OsHV	Malacoherpesviridae	Ostreavirus	Mollusca	Bivalvia	mollusk	disease_outbreak	metagenomic_with_host_evidence
25121957	Rapid detection of shrimp white spot syndrome virus by real time, isothermal recombinase polymerase amplification assay.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
25129765	Molecular self assembly of mixed comb-like dextran surfactant polymers for SPR virus detection.	yellow head virus	YHV	Roniviridae	Okavirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
25131379	Anti-lipopolysaccharide factor isoform 3 from Penaeus monodon (ALFPm3) exhibits antiviral activity by interacting with W	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
25144114	White spot syndrome virus (WSSV) genome stability maintained over six passages through three different penaeid shrimp sp	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	isolated_and_cultured
25164406	QTL for white spot syndrome virus resistance and the sex-determining locus in the Indian black tiger shrimp (Penaeus mon	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
25189688	Horizontal transmission dynamics of White spot syndrome virus by cohabitation trials in juvenile Penaeus monodon and P. 	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
25196450	Establishment of a sensitive and specific hyper-branched rolling circle amplification assay and test strip for TSV.	taura syndrome virus	TSV	Dicistroviridae	Aparavirus	Arthropoda	Malacostraca	crustacean	confirmed_infection	metagenomic_with_host_evidence
25205685	A new nodavirus is associated with covert mortality disease of shrimp.	infectious myonecrosis virus	IMNV	Totiviridae	Giardiavirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
25205685	A new nodavirus is associated with covert mortality disease of shrimp.	macrobrachium rosenbergii nodavirus	MrNV	Nodaviridae	Alphanodavirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
25218401	Immunogenicity and protective efficacy of a major White Spot Syndrome Virus (WSSV) envelope protein VP24 expressed in Es	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	isolated_and_cultured
25218685	Immune response and disease resistance of shrimp fed biofloc grown on different carbon sources.	infectious myonecrosis virus	IMNV	Totiviridae	Giardiavirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
25229483	Identification of genes involved in taura syndrome virus resistance in litopenaeus vannamei.	taura syndrome virus	TSV	Dicistroviridae	Aparavirus	Arthropoda	Malacostraca	crustacean	confirmed_infection	metagenomic_with_host_evidence
25229486	Microbiological Investigation of Persistent Mortalities in Litopenaeus vannamei Grown in Low Saline Waters in India.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
25266240	Genomic organization and promoter analysis of a transcriptional repressor gene from Fenneropenaeus chinensis.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
25266891	Toll-pathway in tiger shrimp (Penaeus monodon) responds to white spot syndrome virus infection: evidence through molecul	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
25286178	A simple centrifugation method for improving the detection of Ostreid herpesvirus-1 (OsHV-1) in natural seawater samples	ostreid herpesvirus	OsHV	Malacoherpesviridae	Ostreavirus	Mollusca	Bivalvia	mollusk	disease_outbreak	metagenomic_with_host_evidence
25287323	Prevalence of the infectious hypodermal and hematopoietic necrosis virus in shrimp (Penaeus vannamei) broodstock in nort	infectious hypodermal and hematopoietic necrosis virus	IHHNV	Parvoviridae	Penstyldensovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
25294338	Ostreid herpesvirus type 1 replication and host response in adult Pacific oysters, Crassostrea gigas.	ostreid herpesvirus	OsHV	Malacoherpesviridae	Ostreavirus	Mollusca	Bivalvia	mollusk	disease_outbreak	metagenomic_with_host_evidence
25301717	Influence of Agathi grandiflora active principles inhibit viral multiplication and stimulate immune system in Indian whi	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	isolated_and_cultured
25301717	Influence of Agathi grandiflora active principles inhibit viral multiplication and stimulate immune system in Indian whi	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Cnidaria	Hydrozoa	cnidarian	disease_outbreak	isolated_and_cultured
25301720	Domain 2 of a Kazal serine proteinase inhibitor SPIPm2 from Penaeus monodon possesses antiviral activity against WSSV.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	confirmed_infection	isolated_and_cultured
25320037	Stability of the WSSV ORF94 VNTR genotype marker during passage in marine shrimp, freshwater crayfish and freshwater pra	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	isolated_and_cultured
