pmid	title	virus_name	virus_abbr	virus_family	virus_genus	host_phylum	host_class	host_common_name	host_association_method	discovery_context
19703492	Rapid and sensitive detection of Penaeus monodon nucleopolyhedrovirus by loop-mediated isothermal amplification.	yellow head virus	YHV	Roniviridae	Okavirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
19703492	Rapid and sensitive detection of Penaeus monodon nucleopolyhedrovirus by loop-mediated isothermal amplification.	taura syndrome virus	TSV	Dicistroviridae	Aparavirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
19703492	Rapid and sensitive detection of Penaeus monodon nucleopolyhedrovirus by loop-mediated isothermal amplification.	infectious hypodermal and hematopoietic necrosis virus	IHHNV	Parvoviridae	Penstyldensovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
19703492	Rapid and sensitive detection of Penaeus monodon nucleopolyhedrovirus by loop-mediated isothermal amplification.	hepatopancreatic parvovirus	HPV	Parvoviridae	Decapodpenstyldensovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
19712700	A novel and inexpensive application of RNAi technology to protect shrimp from viral disease.	yellow head virus	YHV	Roniviridae	Okavirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
19735346	The effect of liposome-coated recombinant protein VP28 against white spot syndrome virus in kuruma shrimp, Marsupenaeus 	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
19747568	A thioredoxin response to the WSSV challenge on the Chinese white shrimp, Fenneropenaeus chinensis.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
19750804	Macrobrachium rosenbergii nodavirus disease (white tail disease) in Australia.	macrobrachium rosenbergii nodavirus	MrNV	Nodaviridae	Alphanodavirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
19755132	Detection of red-spotted grouper nervous necrosis virus by loop-mediated isothermal amplification.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
19760362	Analysis of the VP19 and VP28 genes of white spot syndrome virus in Korea and comparison with strains from other countri	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
19766195	An acyl-CoA-binding protein (FcACBP) and a fatty acid binding protein (FcFABP) respond to microbial infection in Chinese	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
19800009	Immune responses of Fenneropenaeus chinensis against white spot syndrome virus after oral delivery of VP28 using Bacillu	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
19818396	Rapid and sensitive detection of Penaeus monodon nucleopolyhedrovirus (PemoNPV) by loop-mediated isothermal amplificatio	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
19818396	Rapid and sensitive detection of Penaeus monodon nucleopolyhedrovirus (PemoNPV) by loop-mediated isothermal amplificatio	infectious hypodermal and hematopoietic necrosis virus	IHHNV	Parvoviridae	Penstyldensovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
19818396	Rapid and sensitive detection of Penaeus monodon nucleopolyhedrovirus (PemoNPV) by loop-mediated isothermal amplificatio	hepatopancreatic parvovirus	HPV	Parvoviridae	Decapodpenstyldensovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
19840856	A single WAP domain (SWD)-containing protein with antipathogenic relevance in red swamp crayfish, Procambarus clarkii.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
19873829	Virulence variation of white spot syndrome virus in Pacific white shrimp Litopenaeus vannamei.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
19883782	Expression and silencing of Selenoprotein M (SelM) from the white shrimp Litopenaeus vannamei: effect on peroxidase acti	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
19914291	Improved sensitivity of Taura syndrome virus immunodetection with a monoclonal antibody against the recombinant VP2 caps	taura syndrome virus	TSV	Dicistroviridae	Aparavirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
19943839	Three tetraspanins from Chinese shrimp, Fenneropenaeus chinensis, may play important roles in WSSV infection.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
19963004	Protective immunity induced by CpG ODNs against white spot syndrome virus (WSSV) via intermediation of virus replication	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
20024621	Assessment of the role of brine shrimp Artemia in white spot syndrome virus (WSSV) transmission.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
20034573	Studies on the immunomodulatory effect of polysaccharide gel extracted from Durio zibethinus in Penaeus monodon shrimp a	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
20045064	Ferritin administration effectively enhances immunity, physiological responses, and survival of Pacific white shrimp (Li	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
20074645	Protection of blue shrimp (Litopenaeus stylirostris) against the White Spot Syndrome Virus (WSSV) when injected with shr	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
20089797	Evaluation of white spot syndrome virus variable DNA loci as molecular markers of virus spread at intermediate spatiotem	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
20105438	Multiple forms of alpha-2 macroglobulin in shrimp Fenneropenaeus chinesis and their transcriptional response to WSSV or 	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
20181325	White spot syndrome virus: an overview on an emergent concern.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
20187930	Hyper-expansion of large DNA segments in the genome of kuruma shrimp, Marsupenaeus japonicus.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
20202479	The Marsupenaeus japonicus voltage-dependent anion channel (MjVDAC) protein is involved in white spot syndrome virus (WS	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
20206633	A multi-season survey for infectious myonecrosis in farmed shrimp, Litopenaeus vannamei, in Pernambuco, Brazil.	infectious myonecrosis virus	IMNV	Totiviridae	Giardiavirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
20219544	A consensus real-time RT-PCR for detection of all genotypic variants of yellow head virus of penaeid shrimp.	yellow head virus	YHV	Roniviridae	Okavirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
20225670	Genotyping of white spot syndrome virus (WSSV) geographical isolates from Brazil and comparison to other isolates from t	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
20225676	Hyperthermia does not protect Kona stock Penaeus vannamei against infection by a Taura syndrome virus isolate from Beliz	taura syndrome virus	TSV	Dicistroviridae	Aparavirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
20298448	White spot syndrome virus in wild penaeid shrimp caught in coastal and offshore waters in the southern Atlantic Ocean.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
20349323	A new C-type lectin (FcLec5) from the Chinese white shrimp Fenneropenaeus chinensis.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
20349323	A new C-type lectin (FcLec5) from the Chinese white shrimp Fenneropenaeus chinensis.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Cnidaria	Hydrozoa	cnidarian	disease_outbreak	metagenomic_with_host_evidence
20362060	Two cysteine proteinases respond to bacterial and WSSV challenge in Chinese white shrimp Fenneropenaeus chinensis.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
20367736	Efficacy of bacterially expressed dsRNA specific to different structural genes of white spot syndrome virus (WSSV) in pr	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
20367743	A real-time PCR for the detection of hepatopancreatic parvovirus (HPV) of penaeid shrimp.	hepatopancreatic parvovirus	HPV	Parvoviridae	Decapodpenstyldensovirus	Arthropoda	Malacostraca	crustacean	confirmed_infection	metagenomic_with_host_evidence
20393773	Microarray analyses of shrimp immune responses.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
20393773	Microarray analyses of shrimp immune responses.	yellow head virus	YHV	Roniviridae	Okavirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
20393775	Shrimp molecular responses to viral pathogens.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
20398672	Detection of white spot syndrome virus (WSSV) in the Pacific oyster Crassostrea gigas.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Mollusca	Bivalvia	mollusk	disease_outbreak	metagenomic_with_host_evidence
20398672	Detection of white spot syndrome virus (WSSV) in the Pacific oyster Crassostrea gigas.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
20399225	Identification and cloning of a selenium-dependent glutathione peroxidase from tiger shrimp, Penaeus monodon, and its tr	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
20402231	Gill erosion and herpesvirus in Crassostrea gigas cultured in Baja California, Mexico.	ostreid herpesvirus 1	OsHV-1	Malacoherpesviridae	Ostreavirus	Mollusca	Bivalvia	mollusk	disease_outbreak	metagenomic_with_host_evidence
20402231	Gill erosion and herpesvirus in Crassostrea gigas cultured in Baja California, Mexico.	ostreid herpesvirus	OsHV	Malacoherpesviridae	Ostreavirus	Mollusca	Bivalvia	mollusk	disease_outbreak	metagenomic_with_host_evidence
20412359	Identification and characterization of Alix/AIP1 interacting proteins from the black tiger shrimp, Penaeus monodon.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
20444692	A novel viral responsive protein is involved in hemocyte homeostasis in the black tiger shrimp, Penaeus monodon.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	confirmed_infection	isolated_and_cultured
20451618	Knocking down a Taura syndrome virus (TSV) binding protein Lamr is lethal for the whiteleg shrimp Penaeus vannamei.	taura syndrome virus	TSV	Dicistroviridae	Aparavirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	isolated_and_cultured
20458509	Heat shock cognate protein 70 gene is required for prevention of apoptosis induced by WSSV infection.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
20471423	Fast short-fragment PCR for rapid and sensitive detection of shrimp viruses.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
20471423	Fast short-fragment PCR for rapid and sensitive detection of shrimp viruses.	infectious hypodermal and hematopoietic necrosis virus	IHHNV	Parvoviridae	Penstyldensovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
20502662	A 3D model of the membrane protein complex formed by the white spot syndrome virus structural proteins.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
20519380	Specificity of baculovirus P6.9 basic DNA-binding proteins and critical role of the C terminus in virion formation.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
20540960	A Kazal-type serine proteinase inhibitor SPIPm2 from the black tiger shrimp Penaeus monodon is involved in antiviral res	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
20546774	Molecular mechanism of the interactions between white spot syndrome virus anti-apoptosis protein AAP-1 (WSSV449) and shr	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	isolated_and_cultured
20580462	Molecular characterization of a crustin-like antimicrobial peptide in the giant tiger shrimp, Penaeus monodon, and its e	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
20580833	Comparative proteomic profiles of the hepatopancreas in Fenneropenaeus chinensis response to white spot syndrome virus.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
20591132	The role of F1 ATP synthase beta subunit in WSSV infection in the shrimp, Litopenaeus vannamei.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
20597433	Successful propagation of shrimp yellow head virus in immortal mosquito cells.	yellow head virus	YHV	Roniviridae	Okavirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	isolated_and_cultured
20600824	Application of high resolution melt (HRM) analysis for duplex detection of Macrobrachium rosenbergii nodavirus (MrNV) an	macrobrachium rosenbergii nodavirus	MrNV	Nodaviridae	Alphanodavirus	Arthropoda	Malacostraca	crustacean	confirmed_infection	metagenomic_with_host_evidence
20637874	Penaeus monodon SERPIN, PmSERPIN6, is implicated in the shrimp innate immunity.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
20638433	Detection and description of a particular Ostreid herpesvirus 1 genotype associated with massive mortality outbreaks of 	ostreid herpesvirus 1	OsHV-1	Malacoherpesviridae	Ostreavirus	Mollusca	Bivalvia	mollusk	disease_outbreak	metagenomic_with_host_evidence
20638433	Detection and description of a particular Ostreid herpesvirus 1 genotype associated with massive mortality outbreaks of 	ostreid herpesvirus	OsHV	Malacoherpesviridae	Ostreavirus	Mollusca	Bivalvia	mollusk	disease_outbreak	metagenomic_with_host_evidence
20655379	Rapid and sensitive detection of Macrobrachium rosenbergii nodavirus in giant freshwater prawns by reverse transcription	macrobrachium rosenbergii nodavirus	MrNV	Nodaviridae	Alphanodavirus	Arthropoda	Malacostraca	crustacean	confirmed_infection	metagenomic_with_host_evidence
20661640	Rapid diagnosis of vibriosis and white spot syndrome (WSS) in the culture of shrimp, Penaeus monodon in Philippines.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
20684968	Shrimp NF-κB binds to the immediate-early gene ie1 promoter of white spot syndrome virus and upregulates its activity.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
20686021	A gC1qR prevents white spot syndrome virus replication in the freshwater crayfish Pacifastacus leniusculus.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	confirmed_infection	isolated_and_cultured
20688172	Differential gene expression profile of the hepatopancreas of white spot syndrome virus infected Fenneropenaeus indicus 	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
20690959	Indian isolates of white spot syndrome virus exhibit variations in their pathogenicity and genomic tandem repeats.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
20709119	Experimental ostreid herpesvirus 1 infection of the Pacific oyster Crassostrea gigas: kinetics of virus DNA detection by	ostreid herpesvirus 1	OsHV-1	Malacoherpesviridae	Ostreavirus	Mollusca	Bivalvia	mollusk	confirmed_infection	metagenomic_with_host_evidence
20709119	Experimental ostreid herpesvirus 1 infection of the Pacific oyster Crassostrea gigas: kinetics of virus DNA detection by	ostreid herpesvirus	OsHV	Malacoherpesviridae	Ostreavirus	Mollusca	Bivalvia	mollusk	confirmed_infection	metagenomic_with_host_evidence
20807537	Primary hemocyte culture of Penaeus monodon as an in vitro model for white spot syndrome virus titration, viral and immu	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	confirmed_infection	isolated_and_cultured
20813133	Development of a loop-mediated isothermal amplification assay for rapid and sensitive detection of ostreid herpesvirus 1	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Mollusca	Bivalvia	mollusk	disease_outbreak	metagenomic_with_host_evidence
20813133	Development of a loop-mediated isothermal amplification assay for rapid and sensitive detection of ostreid herpesvirus 1	ostreid herpesvirus 1	OsHV-1	Malacoherpesviridae	Ostreavirus	Mollusca	Bivalvia	mollusk	disease_outbreak	metagenomic_with_host_evidence
20813133	Development of a loop-mediated isothermal amplification assay for rapid and sensitive detection of ostreid herpesvirus 1	ostreid herpesvirus	OsHV	Malacoherpesviridae	Ostreavirus	Mollusca	Bivalvia	mollusk	disease_outbreak	metagenomic_with_host_evidence
20813133	Development of a loop-mediated isothermal amplification assay for rapid and sensitive detection of ostreid herpesvirus 1	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
20813133	Development of a loop-mediated isothermal amplification assay for rapid and sensitive detection of ostreid herpesvirus 1	ostreid herpesvirus 1	OsHV-1	Malacoherpesviridae	Ostreavirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
20813133	Development of a loop-mediated isothermal amplification assay for rapid and sensitive detection of ostreid herpesvirus 1	ostreid herpesvirus	OsHV	Malacoherpesviridae	Ostreavirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
20816892	Litopenaeus vannamei tumor necrosis factor receptor-associated factor 6 (TRAF6) responds to Vibrio alginolyticus and whi	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
20826185	Involvement of WSSV-shrimp homologs in WSSV infectivity in kuruma shrimp: Marsupenaeus japonicus.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
20831654	A rapid assay for simultaneous detection of Spiroplasma eriocheiris and white spot syndrome virus in Procambarus clarkii	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	isolated_and_cultured
20873032	Immunomodulatory effect of plant-mixed feed in kuruma shrimp, Marsupenaeus japonicus, and its protective efficacy agains	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
20875466	Identification and molecular characterization of a new nonsegmented double-stranded RNA virus isolated from Culex mosqui	infectious myonecrosis virus	IMNV	Totiviridae	Giardiavirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
20883795	WSSV: VP26 binding protein and its biological activity.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
20887752	Rapid and sensitive detection of infectious hypodermal and hematopoietic necrosis virus by loop-mediated isothermal ampl	infectious hypodermal and hematopoietic necrosis virus	IHHNV	Parvoviridae	Penstyldensovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
20936319	Enhancement of shrimp antiviral immune response through caspase-dependent apoptosis by small molecules.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
20955731	The transcriptomic response to viral infection of two strains of shrimp (Litopenaeus vannamei).	yellow head virus	YHV	Roniviridae	Okavirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
20955731	The transcriptomic response to viral infection of two strains of shrimp (Litopenaeus vannamei).	taura syndrome virus	TSV	Dicistroviridae	Aparavirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
20957606	Differential diagnosis of active hypodermal and hematopoietic necrosis virus based on gene choice and reverse transcript	infectious hypodermal and hematopoietic necrosis virus	IHHNV	Parvoviridae	Penstyldensovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
20971195	A cDNA microarray approach for analyzing transcriptional changes in Penaeus monodon after infection by pathogens.	yellow head virus	YHV	Roniviridae	Okavirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
20974259	Transcriptional regulation of extracellular copper zinc superoxide dismutase from white shrimp Litopenaeus vannamei foll	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
20976239	Evolutionary trajectory of white spot syndrome virus (WSSV) genome shrinkage during spread in Asia.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	confirmed_infection	metagenomic_with_host_evidence
21029750	Detection of infectious myonecrosis virus using monoclonal antibody specific to N and C fragments of the capsid protein 	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	isolated_and_cultured
21029750	Detection of infectious myonecrosis virus using monoclonal antibody specific to N and C fragments of the capsid protein 	yellow head virus	YHV	Roniviridae	Okavirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	isolated_and_cultured
21029750	Detection of infectious myonecrosis virus using monoclonal antibody specific to N and C fragments of the capsid protein 	taura syndrome virus	TSV	Dicistroviridae	Aparavirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	isolated_and_cultured
21029750	Detection of infectious myonecrosis virus using monoclonal antibody specific to N and C fragments of the capsid protein 	infectious myonecrosis virus	IMNV	Totiviridae	Giardiavirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	isolated_and_cultured
21056104	Cloning and expression of recombinant shrimp PmRab7 (a virus-binding protein) in Pichia pastoris.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
21091720	TaqMan real-time PCR assay for relative quantification of white spot syndrome virus infection in Penaeus monodon Fabrici	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
21092125	Mud crab susceptibility to disease from white spot syndrome virus is species-dependent.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
21109005	Identification of three different types of serine proteases (one SP and two SPHs) in Chinese white shrimp.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
21110117	Molecular cloning and expression analysis of the interferon-γ-inducible lysosomal thiol reductase gene from the shrimp P	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
21123548	Mixed-genotype white spot syndrome virus infections of shrimp are inversely correlated with disease outbreaks in ponds.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
21130805	Shrimp Pm-fortilin inhibits the expression of early and late genes of white spot syndrome virus (WSSV) in an insect cell	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
21130898	Molecular cloning and expression pattern analysis of two novel disulfide isomerases in shrimp.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
2117021	Growth of the penaeid shrimp virus infectious hypodermal and hematopoietic necrosis virus in a fish cell line.	infectious hypodermal and hematopoietic necrosis virus	IHHNV	Parvoviridae	Penstyldensovirus	Arthropoda	Malacostraca	crustacean	confirmed_infection	isolated_and_cultured
21186060	Two Litopenaeus vannamei HMGB proteins interact with transcription factors LvSTAT and LvDorsal to activate the promoter 	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
21192980	Multiplication of Taura syndrome virus in primary hemocyte culture of shrimp (Penaeus vannamei).	taura syndrome virus	TSV	Dicistroviridae	Aparavirus	Arthropoda	Malacostraca	crustacean	confirmed_infection	isolated_and_cultured
21199664	The possible role of penaeidin5 from the black tiger shrimp, Penaeus monodon, in protection against viral infection.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
21199673	Identification of fatty acid synthase from the Pacific white shrimp, Litopenaeus vannamei and its specific expression pr	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
21199673	Identification of fatty acid synthase from the Pacific white shrimp, Litopenaeus vannamei and its specific expression pr	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Cnidaria	Hydrozoa	cnidarian	disease_outbreak	metagenomic_with_host_evidence
21382054	Infection and mortality of Penaeus vannamei at extreme salinities when challenged with Mexican yellow head virus.	yellow head virus	YHV	Roniviridae	Okavirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
21507980	Penaeus monodon TATA box-binding protein interacts with the white spot syndrome virus transactivator IE1 and promotes it	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
21536072	Virus-like particles of Macrobrachium rosenbergii nodavirus produced in bacteria.	macrobrachium rosenbergii nodavirus	MrNV	Nodaviridae	Alphanodavirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	isolated_and_cultured
